doc_id,unit_id,temporal_index,content,modality
lecture_97,U3,3,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_97,U4,4,Flowchart of machine learning pipeline,diagram
lecture_97,U5,5,Training data table with input-output pairs,table
lecture_97,U6,6,y = wx + b,equation
lecture_97,U7,7,Visualization of decision boundary,diagram
lecture_97,U8,8,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_97,U9,9,Introduction to linear regression and supervised learning,text
lecture_97,U10,10,Hyperparameter tuning results table,table
lecture_97,U11,11,Diagram showing regression line fitting data points,diagram
lecture_97,U12,12,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_97,U13,13,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_97,U14,14,Introduction to linear regression and supervised learning,text
lecture_97,U15,15,L = (1/n) Σ (y - ŷ)^2,equation
lecture_97,U16,16,Explanation of gradient descent optimization,text
lecture_97,U17,17,∂L/∂w = (ŷ - y)x,equation
lecture_97,U18,18,Explanation of feature scaling and normalization,text
lecture_97,U19,19,Training data table with input-output pairs,table
lecture_97,U20,20,Comparison table of algorithm performance metrics,table
lecture_98,U1,1,L = (1/n) Σ (y - ŷ)^2,equation
lecture_98,U2,2,Introduction to linear regression and supervised learning,text
lecture_98,U3,3,∂L/∂w = (ŷ - y)x,equation
lecture_98,U4,4,Dataset statistics table showing samples and features,table
lecture_98,U5,5,Graphical illustration of gradient descent,diagram
lecture_98,U6,6,Evaluation metrics table including precision recall and F1,table
lecture_98,U7,7,Evaluation metrics table including precision recall and F1,table
lecture_98,U8,8,∂L/∂w = (ŷ - y)x,equation
lecture_98,U9,9,Flowchart of machine learning pipeline,diagram
lecture_98,U10,10,Discussion of overfitting and model generalization,text
lecture_98,U11,11,Hyperparameter tuning results table,table
lecture_98,U12,12,Flowchart of machine learning pipeline,diagram
lecture_98,U13,13,Explanation of gradient descent optimization,text
lecture_98,U14,14,y = wx + b,equation
lecture_98,U15,15,Overview of neural networks and activation functions,text
lecture_98,U16,16,y = wx + b,equation
lecture_98,U17,17,Training data table with input-output pairs,table
lecture_98,U18,18,Hyperparameter tuning results table,table
lecture_98,U19,19,∂L/∂w = (ŷ - y)x,equation
lecture_98,U20,20,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_99,U1,1,∂L/∂w = (ŷ - y)x,equation
lecture_99,U2,2,Explanation of feature scaling and normalization,text
lecture_99,U3,3,Neural network architecture diagram,diagram
lecture_99,U4,4,Dataset statistics table showing samples and features,table
lecture_99,U5,5,Diagram showing regression line fitting data points,diagram
lecture_99,U6,6,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_99,U7,7,Training data table with input-output pairs,table
lecture_99,U8,8,Hyperparameter tuning results table,table
lecture_99,U9,9,Introduction to linear regression and supervised learning,text
lecture_99,U10,10,Introduction to linear regression and supervised learning,text
lecture_99,U11,11,Graphical illustration of gradient descent,diagram
lecture_99,U12,12,L = (1/n) Σ (y - ŷ)^2,equation
lecture_99,U13,13,Flowchart of machine learning pipeline,diagram
lecture_99,U14,14,Introduction to linear regression and supervised learning,text
lecture_99,U15,15,σ(x) = 1 / (1 + e^-x),equation
lecture_99,U16,16,Diagram showing regression line fitting data points,diagram
lecture_99,U17,17,Explanation of gradient descent optimization,text
lecture_99,U18,18,∂L/∂w = (ŷ - y)x,equation
lecture_99,U19,19,Introduction to linear regression and supervised learning,text
lecture_99,U20,20,Discussion of overfitting and model generalization,text
lecture_100,U1,1,Dataset statistics table showing samples and features,table
lecture_100,U2,2,Graphical illustration of gradient descent,diagram
lecture_100,U3,3,Hyperparameter tuning results table,table
lecture_100,U4,4,Diagram showing regression line fitting data points,diagram
lecture_100,U5,5,Graphical illustration of gradient descent,diagram
lecture_100,U6,6,Explanation of gradient descent optimization,text
lecture_100,U7,7,Neural network architecture diagram,diagram
lecture_100,U8,8,Training data table with input-output pairs,table
lecture_100,U9,9,Explanation of feature scaling and normalization,text
lecture_100,U10,10,Dataset statistics table showing samples and features,table
lecture_100,U11,11,Dataset statistics table showing samples and features,table
lecture_100,U12,12,Neural network architecture diagram,diagram
lecture_100,U13,13,Diagram showing regression line fitting data points,diagram
lecture_100,U14,14,Introduction to linear regression and supervised learning,text
lecture_100,U15,15,Diagram showing regression line fitting data points,diagram
lecture_100,U16,16,Explanation of gradient descent optimization,text
lecture_100,U17,17,∂L/∂w = (ŷ - y)x,equation
lecture_100,U18,18,Training data table with input-output pairs,table
lecture_100,U19,19,Discussion of overfitting and model generalization,text
lecture_100,U20,20,Training data table with input-output pairs,table
